provider,decile,cumulative_percentage,group,location_no,location_yes
University of Bedfordshire,5,38,required,1,0
University of Bedfordshire,6,49,required,1,0
University of Bedfordshire,7,60,required,1,0
University of Bedfordshire,8,72,required,1,0
University of Bedfordshire,9,85,required,1,0
University of Bedfordshire,10,100,required,1,0
University of Bedfordshire,0,0,required,0,1
University of Bedfordshire,1,6,required,0,1
University of Bedfordshire,2,13,required,0,1
University of Bedfordshire,3,21,required,0,1
University of Bedfordshire,4,32,required,0,1
University of Bedfordshire,5,43,required,0,1
University of Bedfordshire,6,53,required,0,1
University of Bedfordshire,7,63,required,0,1
University of Bedfordshire,8,73,required,0,1
University of Bedfordshire,9,84,required,0,1
University of Bedfordshire,10,100,required,0,1
Aston University,0,0,required,1,0
Aston University,1,5,required,1,0
Aston University,2,10,required,1,0
Aston University,3,17,required,1,0
Aston University,4,26,required,1,0
Aston University,5,35,required,1,0
Aston University,6,45,required,1,0
Aston University,7,56,required,1,0
Aston University,8,68,required,1,0
Aston University,9,82,required,1,0
Aston University,10,100,required,1,0
Aston University,0,0,required,0,1
Aston University,1,10,required,0,1
Aston University,2,19,required,0,1
Aston University,3,30,required,0,1
Aston University,4,41,required,0,1
Aston University,5,49,required,0,1
Aston University,6,58,required,0,1
Aston University,7,67,required,0,1
Aston University,8,77,required,0,1
Aston University,9,88,required,0,1
Aston University,10,100,required,0,1
Coventry University,0,0,required,1,0
Coventry University,1,5,required,1,0
Coventry University,2,11,required,1,0
Coventry University,3,18,required,1,0
Coventry University,4,27,required,1,0
Coventry University,5,37,required,1,0
Coventry University,6,48,required,1,0
Coventry University,7,59,required,1,0
Coventry University,8,71,required,1,0
Coventry University,9,84,required,1,0
Coventry University,10,100,required,1,0
Coventry University,0,0,required,0,1
Coventry University,1,6,required,0,1
Coventry University,2,12,required,0,1
Coventry University,3,20,required,0,1
Coventry University,4,30,required,0,1
Coventry University,5,39,required,0,1
Coventry University,6,49,required,0,1
Coventry University,7,59,required,0,1
Coventry University,8,70,required,0,1
Coventry University,9,83,required,0,1
Coventry University,10,100,required,0,1
The University of Southampton,0,0,required,1,0
The University of Southampton,1,2,required,1,0
The University of Southampton,2,5,required,1,0
The University of Southampton,3,10,required,1,0
The University of Southampton,4,17,required,1,0
The University of Southampton,5,25,required,1,0
The University of Southampton,6,35,required,1,0
The University of Southampton,7,46,required,1,0
The University of Southampton,8,59,required,1,0
The University of Southampton,9,75,required,1,0
The University of Southampton,10,100,required,1,0
The University of Southampton,0,0,required,0,1
The University of Southampton,1,2,required,0,1
The University of Southampton,2,5,required,0,1
The University of Southampton,3,9,required,0,1
The University of Southampton,4,15,required,0,1
The University of Southampton,5,22,required,0,1
The University of Southampton,6,30,required,0,1
The University of Southampton,7,41,required,0,1
The University of Southampton,8,54,required,0,1
The University of Southampton,9,70,required,0,1
The University of Southampton,10,100,required,0,1
London School of Economics and Political Science,0,0,required,1,0
London School of Economics and Political Science,1,2,required,1,0
London School of Economics and Political Science,2,5,required,1,0
London School of Economics and Political Science,3,9,required,1,0
London School of Economics and Political Science,4,15,required,1,0
London School of Economics and Political Science,5,22,required,1,0
London School of Economics and Political Science,6,31,required,1,0
London School of Economics and Political Science,7,42,required,1,0
London School of Economics and Political Science,8,55,required,1,0
London School of Economics and Political Science,9,71,required,1,0
London School of Economics and Political Science,10,100,required,1,0
London School of Economics and Political Science,0,0,required,0,1
London School of Economics and Political Science,1,5,required,0,1
London School of Economics and Political Science,2,10,required,0,1
London School of Economics and Political Science,3,18,required,0,1
London School of Economics and Political Science,4,29,required,0,1
London School of Economics and Political Science,5,37,required,0,1
London School of Economics and Political Science,6,44,required,0,1
London School of Economics and Political Science,7,51,required,0,1
London School of Economics and Political Science,8,58,required,0,1
London School of Economics and Political Science,9,66,required,0,1
London School of Economics and Political Science,10,100,required,0,1
The University of Warwick,0,0,required,1,0
The University of Warwick,1,2,required,1,0
The University of Warwick,2,5,required,1,0
The University of Warwick,3,10,required,1,0
The University of Warwick,4,17,required,1,0
The University of Warwick,5,25,required,1,0
The University of Warwick,6,35,required,1,0
The University of Warwick,7,46,required,1,0
The University of Warwick,8,59,required,1,0
The University of Warwick,9,75,required,1,0
The University of Warwick,10,100,required,1,0
The University of Warwick,0,0,required,0,1
The University of Warwick,1,2,required,0,1
The University of Warwick,2,5,required,0,1
The University of Warwick,3,10,required,0,1
The University of Warwick,4,16,required,0,1
The University of Warwick,5,23,required,0,1
The University of Warwick,6,32,required,0,1
The University of Warwick,7,43,required,0,1
The University of Warwick,8,55,required,0,1
The University of Warwick,9,73,required,0,1
The University of Warwick,10,100,required,0,1
King's College London,0,0,required,1,0
King's College London,1,4,required,1,0
King's College London,2,9,required,1,0
King's College London,3,16,required,1,0
King's College London,4,24,required,1,0
King's College London,5,33,required,1,0
King's College London,6,43,required,1,0
King's College London,7,54,required,1,0
King's College London,8,66,required,1,0
King's College London,9,80,required,1,0
King's College London,10,100,required,1,0
King's College London,0,0,required,0,1
King's College London,1,9,required,0,1
King's College London,2,18,required,0,1
King's College London,3,28,required,0,1
King's College London,4,40,required,0,1
King's College London,5,49,required,0,1
King's College London,6,56,required,0,1
King's College London,7,63,required,0,1
King's College London,8,70,required,0,1
King's College London,9,77,required,0,1
King's College London,10,100,required,0,1
The Nottingham Trent University,0,0,required,1,0
The Nottingham Trent University,1,5,required,1,0
The Nottingham Trent University,2,11,required,1,0
The Nottingham Trent University,3,18,required,1,0
The Nottingham Trent University,4,27,required,1,0
The Nottingham Trent University,5,37,required,1,0
The Nottingham Trent University,6,48,required,1,0
The Nottingham Trent University,7,59,required,1,0
The Nottingham Trent University,8,71,required,1,0
The Nottingham Trent University,9,84,required,1,0
The Nottingham Trent University,10,100,required,1,0
The Nottingham Trent University,0,0,required,0,1
The Nottingham Trent University,1,5,required,0,1
The Nottingham Trent University,2,11,required,0,1
The Nottingham Trent University,3,19,required,0,1
The Nottingham Trent University,4,28,required,0,1
The Nottingham Trent University,5,37,required,0,1
The Nottingham Trent University,6,47,required,0,1
The Nottingham Trent University,7,57,required,0,1
The Nottingham Trent University,8,69,required,0,1
The Nottingham Trent University,9,82,required,0,1
The Nottingham Trent University,10,100,required,0,1
The University of Leicester,0,0,required,1,0
The University of Leicester,1,4,required,1,0
The University of Leicester,2,9,required,1,0
The University of Leicester,3,16,required,1,0
The University of Leicester,4,25,required,1,0
The University of Leicester,5,34,required,1,0
The University of Leicester,6,44,required,1,0
The University of Leicester,7,55,required,1,0
The University of Leicester,8,67,required,1,0
The University of Leicester,9,81,required,1,0
The University of Leicester,10,100,required,1,0
The University of Leicester,0,0,required,0,1
The University of Leicester,1,5,required,0,1
The University of Leicester,2,11,required,0,1
The University of Leicester,3,19,required,0,1
The University of Leicester,4,30,required,0,1
The University of Leicester,5,40,required,0,1
The University of Leicester,6,50,required,0,1
The University of Leicester,7,60,required,0,1
The University of Leicester,8,72,required,0,1
The University of Leicester,9,86,required,0,1
The University of Leicester,10,100,required,0,1
Sheffield Hallam University,0,0,required,1,0
Sheffield Hallam University,1,5,required,1,0
Sheffield Hallam University,2,11,required,1,0
Sheffield Hallam University,3,18,required,1,0
Sheffield Hallam University,4,27,required,1,0
Sheffield Hallam University,5,37,required,1,0
Sheffield Hallam University,6,48,required,1,0
Sheffield Hallam University,7,59,required,1,0
Sheffield Hallam University,8,71,required,1,0
Sheffield Hallam University,9,84,required,1,0
Sheffield Hallam University,10,100,required,1,0
Sheffield Hallam University,0,0,required,0,1
Sheffield Hallam University,1,6,required,0,1
Sheffield Hallam University,2,12,required,0,1
Sheffield Hallam University,3,20,required,0,1
Sheffield Hallam University,4,30,required,0,1
Sheffield Hallam University,5,39,required,0,1
Sheffield Hallam University,6,49,required,0,1
Sheffield Hallam University,7,60,required,0,1
Sheffield Hallam University,8,72,required,0,1
Sheffield Hallam University,9,85,required,0,1
Sheffield Hallam University,10,100,required,0,1
The University of Northampton,0,0,required,1,0
The University of Northampton,1,5,required,1,0
The University of Northampton,2,11,required,1,0
The University of Northampton,3,19,required,1,0
The University of Northampton,4,28,required,1,0
The University of Northampton,5,38,required,1,0
The University of Northampton,6,49,required,1,0
The University of Northampton,7,60,required,1,0
The University of Northampton,8,72,required,1,0
The University of Northampton,9,85,required,1,0
The University of Northampton,10,100,required,1,0
The University of Northampton,0,0,required,0,1
The University of Northampton,1,5,required,0,1
The University of Northampton,2,11,required,0,1
The University of Northampton,3,18,required,0,1
The University of Northampton,4,28,required,0,1
The University of Northampton,5,37,required,0,1
The University of Northampton,6,47,required,0,1
The University of Northampton,7,59,required,0,1
The University of Northampton,8,72,required,0,1
The University of Northampton,9,85,required,0,1
The University of Northampton,10,100,required,0,1
Anglia Ruskin University,0,0,required,1,0
Anglia Ruskin University,1,5,required,1,0
Anglia Ruskin University,2,11,required,1,0
Anglia Ruskin University,3,19,required,1,0
Anglia Ruskin University,4,28,required,1,0
Anglia Ruskin University,5,38,required,1,0
Anglia Ruskin University,6,49,required,1,0
Anglia Ruskin University,7,60,required,1,0
Anglia Ruskin University,8,72,required,1,0
Anglia Ruskin University,9,85,required,1,0
Anglia Ruskin University,10,100,required,1,0
Anglia Ruskin University,0,0,required,0,1
Anglia Ruskin University,1,5,required,0,1
Anglia Ruskin University,2,12,required,0,1
Anglia Ruskin University,3,20,required,0,1
Anglia Ruskin University,4,30,required,0,1
Anglia Ruskin University,5,40,required,0,1
Anglia Ruskin University,6,51,required,0,1
Anglia Ruskin University,7,62,required,0,1
Anglia Ruskin University,8,74,required,0,1
Anglia Ruskin University,9,86,required,0,1
Anglia Ruskin University,10,100,required,0,1
The University of Central Lancashire,0,0,required,1,0
The University of Central Lancashire,1,5,required,1,0
The University of Central Lancashire,2,11,required,1,0
The University of Central Lancashire,3,18,required,1,0
The University of Central Lancashire,4,27,required,1,0
The University of Central Lancashire,5,37,required,1,0
The University of Central Lancashire,6,48,required,1,0
The University of Central Lancashire,7,59,required,1,0
The University of Central Lancashire,8,71,required,1,0
The University of Central Lancashire,9,84,required,1,0
The University of Central Lancashire,10,100,required,1,0
The University of Central Lancashire,0,0,required,0,1
The University of Central Lancashire,1,5,required,0,1
The University of Central Lancashire,2,11,required,0,1
The University of Central Lancashire,3,19,required,0,1
The University of Central Lancashire,4,30,required,0,1
The University of Central Lancashire,5,40,required,0,1
The University of Central Lancashire,6,49,required,0,1
The University of Central Lancashire,7,59,required,0,1
The University of Central Lancashire,8,72,required,0,1
The University of Central Lancashire,9,88,required,0,1
The University of Central Lancashire,10,100,required,0,1
York St John University,0,0,required,1,0
York St John University,1,5,required,1,0
York St John University,2,11,required,1,0
York St John University,3,19,required,1,0
York St John University,4,28,required,1,0
York St John University,5,38,required,1,0
York St John University,6,49,required,1,0
York St John University,7,60,required,1,0
York St John University,8,72,required,1,0
York St John University,9,85,required,1,0
York St John University,10,100,required,1,0
York St John University,0,0,required,0,1
York St John University,1,4,required,0,1
York St John University,2,9,required,0,1
York St John University,3,16,required,0,1
York St John University,4,25,required,0,1
York St John University,5,34,required,0,1
York St John University,6,43,required,0,1
York St John University,7,53,required,0,1
York St John University,8,65,required,0,1
York St John University,9,80,required,0,1
York St John University,10,100,required,0,1
"University of the Arts, London",0,0,required,1,0
"University of the Arts, London",1,5,required,1,0
"University of the Arts, London",2,11,required,1,0
"University of the Arts, London",3,18,required,1,0
"University of the Arts, London",4,27,required,1,0
"University of the Arts, London",5,37,required,1,0
"University of the Arts, London",6,48,required,1,0
"University of the Arts, London",7,59,required,1,0
"University of the Arts, London",8,71,required,1,0
"University of the Arts, London",9,84,required,1,0
"University of the Arts, London",10,100,required,1,0
"University of the Arts, London",0,0,required,0,1
"University of the Arts, London",1,10,required,0,1
"University of the Arts, London",2,21,required,0,1
"University of the Arts, London",3,33,required,0,1
"University of the Arts, London",4,46,required,0,1
"University of the Arts, London",5,55,required,0,1
"University of the Arts, London",6,62,required,0,1
"University of the Arts, London",7,69,required,0,1
"University of the Arts, London",8,76,required,0,1
"University of the Arts, London",9,83,required,0,1
"University of the Arts, London",10,100,required,0,1
The University of Westminster,0,0,required,1,0
The University of Westminster,1,5,required,1,0
The University of Westminster,2,11,required,1,0
The University of Westminster,3,19,required,1,0
The University of Westminster,4,28,required,1,0
The University of Westminster,5,38,required,1,0
The University of Westminster,6,49,required,1,0
The University of Westminster,7,60,required,1,0
The University of Westminster,8,72,required,1,0
The University of Westminster,9,85,required,1,0
The University of Westminster,10,100,required,1,0
The University of Westminster,0,0,required,0,1
The University of Westminster,1,10,required,0,1
The University of Westminster,2,21,required,0,1
The University of Westminster,3,33,required,0,1
The University of Westminster,4,45,required,0,1
The University of Westminster,5,54,required,0,1
The University of Westminster,6,61,required,0,1
The University of Westminster,7,68,required,0,1
The University of Westminster,8,75,required,0,1
The University of Westminster,9,82,required,0,1
The University of Westminster,10,100,required,0,1
University of Gloucestershire,0,0,required,1,0
University of Gloucestershire,1,5,required,1,0
University of Gloucestershire,2,11,required,1,0
University of Gloucestershire,3,18,required,1,0
University of Gloucestershire,4,27,required,1,0
University of Gloucestershire,5,37,required,1,0
University of Gloucestershire,6,48,required,1,0
University of Gloucestershire,7,59,required,1,0
University of Gloucestershire,8,71,required,1,0
University of Gloucestershire,9,84,required,1,0
University of Gloucestershire,10,100,required,1,0
University of Gloucestershire,0,0,required,0,1
University of Gloucestershire,1,4,required,0,1
University of Gloucestershire,2,9,required,0,1
University of Gloucestershire,3,15,required,0,1
University of Gloucestershire,4,22,required,0,1
University of Gloucestershire,5,30,required,0,1
University of Gloucestershire,6,39,required,0,1
University of Gloucestershire,7,50,required,0,1
University of Gloucestershire,8,64,required,0,1
University of Gloucestershire,9,78,required,0,1
University of Gloucestershire,10,100,required,0,1
The University of Leeds,0,0,required,1,0
The University of Leeds,1,4,required,1,0
The University of Leeds,2,9,required,1,0
The University of Leeds,3,16,required,1,0
The University of Leeds,4,24,required,1,0
The University of Leeds,5,33,required,1,0
The University of Leeds,6,43,required,1,0
The University of Leeds,7,54,required,1,0
The University of Leeds,8,66,required,1,0
The University of Leeds,9,80,required,1,0
The University of Leeds,10,100,required,1,0
The University of Leeds,0,0,required,0,1
The University of Leeds,1,5,required,0,1
The University of Leeds,2,11,required,0,1
The University of Leeds,3,18,required,0,1
The University of Leeds,4,28,required,0,1
The University of Leeds,5,37,required,0,1
The University of Leeds,6,46,required,0,1
The University of Leeds,7,57,required,0,1
The University of Leeds,8,70,required,0,1
The University of Leeds,9,85,required,0,1
The University of Leeds,10,100,required,0,1
The University of Chichester,0,0,required,1,0
The University of Chichester,1,5,required,1,0
The University of Chichester,2,11,required,1,0
The University of Chichester,3,18,required,1,0
The University of Chichester,4,27,required,1,0
The University of Chichester,5,37,required,1,0
The University of Chichester,6,48,required,1,0
The University of Chichester,7,59,required,1,0
The University of Chichester,8,71,required,1,0
The University of Chichester,9,84,required,1,0
The University of Chichester,10,100,required,1,0
The University of Chichester,0,0,required,0,1
The University of Chichester,1,4,required,0,1
The University of Chichester,2,9,required,0,1
The University of Chichester,3,16,required,0,1
The University of Chichester,4,24,required,0,1
The University of Chichester,5,34,required,0,1
The University of Chichester,6,45,required,0,1
The University of Chichester,7,56,required,0,1
The University of Chichester,8,68,required,0,1
The University of Chichester,9,81,required,0,1
The University of Chichester,10,100,required,0,1
Kingston University,0,0,required,1,0
Kingston University,1,5,required,1,0
Kingston University,2,11,required,1,0
Kingston University,3,19,required,1,0
Kingston University,4,28,required,1,0
Kingston University,5,38,required,1,0
Kingston University,6,49,required,1,0
Kingston University,7,60,required,1,0
Kingston University,8,72,required,1,0
Kingston University,9,85,required,1,0
Kingston University,10,100,required,1,0
Kingston University,0,0,required,0,1
Kingston University,1,6,required,0,1
Kingston University,2,13,required,0,1
Kingston University,3,21,required,0,1
Kingston University,4,31,required,0,1
Kingston University,5,41,required,0,1
Kingston University,6,50,required,0,1
Kingston University,7,59,required,0,1
Kingston University,8,68,required,0,1
Kingston University,9,79,required,0,1
Kingston University,10,100,required,0,1
Brunel University London,0,0,required,1,0
Brunel University London,1,5,required,1,0
Brunel University London,2,11,required,1,0
Brunel University London,3,18,required,1,0
Brunel University London,4,27,required,1,0
Brunel University London,5,37,required,1,0
Brunel University London,6,48,required,1,0
Brunel University London,7,59,required,1,0
Brunel University London,8,71,required,1,0
Brunel University London,9,84,required,1,0
Brunel University London,10,100,required,1,0
Brunel University London,0,0,required,0,1
Brunel University London,1,6,required,0,1
Brunel University London,2,13,required,0,1
Brunel University London,3,21,required,0,1
Brunel University London,4,33,required,0,1
Brunel University London,5,44,required,0,1
Brunel University London,6,54,required,0,1
Brunel University London,7,63,required,0,1
Brunel University London,8,72,required,0,1
Brunel University London,9,82,required,0,1
Brunel University London,10,100,required,0,1
Bournemouth University,0,0,required,1,0
Bournemouth University,1,5,required,1,0
Bournemouth University,2,11,required,1,0
Bournemouth University,3,18,required,1,0
Bournemouth University,4,27,required,1,0
Bournemouth University,5,37,required,1,0
Bournemouth University,6,48,required,1,0
Bournemouth University,7,59,required,1,0
Bournemouth University,8,71,required,1,0
Bournemouth University,9,84,required,1,0
Bournemouth University,10,100,required,1,0
Bournemouth University,0,0,required,0,1
Bournemouth University,1,4,required,0,1
Bournemouth University,2,9,required,0,1
Bournemouth University,3,15,required,0,1
Bournemouth University,4,23,required,0,1
Bournemouth University,5,34,required,0,1
Bournemouth University,6,46,required,0,1
Bournemouth University,7,58,required,0,1
Bournemouth University,8,71,required,0,1
Bournemouth University,9,84,required,0,1
Bournemouth University,10,100,required,0,1
University for the Creative Arts,0,0,required,1,0
University for the Creative Arts,1,5,required,1,0
University for the Creative Arts,2,11,required,1,0
University for the Creative Arts,3,18,required,1,0
University for the Creative Arts,4,27,required,1,0
University for the Creative Arts,5,37,required,1,0
University for the Creative Arts,6,48,required,1,0
University for the Creative Arts,7,59,required,1,0
University for the Creative Arts,8,71,required,1,0
University for the Creative Arts,9,84,required,1,0
University for the Creative Arts,10,100,required,1,0
University for the Creative Arts,0,0,required,0,1
University for the Creative Arts,1,4,required,0,1
University for the Creative Arts,2,9,required,0,1
University for the Creative Arts,3,16,required,0,1
University for the Creative Arts,4,24,required,0,1
University for the Creative Arts,5,33,required,0,1
University for the Creative Arts,6,42,required,0,1
University for the Creative Arts,7,52,required,0,1
University for the Creative Arts,8,64,required,0,1
University for the Creative Arts,9,78,required,0,1
University for the Creative Arts,10,100,required,0,1
The University of East London,0,0,required,1,0
The University of East London,1,5,required,1,0
The University of East London,2,11,required,1,0
The University of East London,3,19,required,1,0
The University of East London,4,28,required,1,0
The University of East London,5,38,required,1,0
The University of East London,6,49,required,1,0
The University of East London,7,60,required,1,0
The University of East London,8,72,required,1,0
The University of East London,9,85,required,1,0
The University of East London,10,100,required,1,0
The University of East London,0,0,required,0,1
The University of East London,1,10,required,0,1
The University of East London,2,21,required,0,1
The University of East London,3,34,required,0,1
The University of East London,4,48,required,0,1
The University of East London,5,58,required,0,1
The University of East London,6,66,required,0,1
The University of East London,7,73,required,0,1
The University of East London,8,80,required,0,1
The University of East London,9,87,required,0,1
The University of East London,10,100,required,0,1
Roehampton University,0,0,required,1,0
Roehampton University,1,5,required,1,0
Roehampton University,2,11,required,1,0
Roehampton University,3,19,required,1,0
Roehampton University,4,28,required,1,0
Roehampton University,5,38,required,1,0
Roehampton University,6,49,required,1,0
Roehampton University,7,60,required,1,0
Roehampton University,8,72,required,1,0
Roehampton University,9,85,required,1,0
Roehampton University,10,100,required,1,0
Roehampton University,0,0,required,0,1
Roehampton University,1,7,required,0,1
Roehampton University,2,15,required,0,1
Roehampton University,3,25,required,0,1
Roehampton University,4,37,required,0,1
Roehampton University,5,47,required,0,1
Roehampton University,6,55,required,0,1
Roehampton University,7,63,required,0,1
Roehampton University,8,71,required,0,1
Roehampton University,9,80,required,0,1
Roehampton University,10,100,required,0,1
Canterbury Christ Church University,0,0,required,1,0
Canterbury Christ Church University,1,5,required,1,0
Canterbury Christ Church University,2,11,required,1,0
Canterbury Christ Church University,3,19,required,1,0
Canterbury Christ Church University,4,28,required,1,0
Canterbury Christ Church University,5,38,required,1,0
Canterbury Christ Church University,6,49,required,1,0
Canterbury Christ Church University,7,60,required,1,0
Canterbury Christ Church University,8,72,required,1,0
Canterbury Christ Church University,9,85,required,1,0
Canterbury Christ Church University,10,100,required,1,0
Canterbury Christ Church University,0,0,required,0,1
Canterbury Christ Church University,1,5,required,0,1
Canterbury Christ Church University,2,11,required,0,1
Canterbury Christ Church University,3,18,required,0,1
Canterbury Christ Church University,4,27,required,0,1
Canterbury Christ Church University,5,37,required,0,1
Canterbury Christ Church University,6,47,required,0,1
Canterbury Christ Church University,7,58,required,0,1
Canterbury Christ Church University,8,69,required,0,1
Canterbury Christ Church University,9,80,required,0,1
Canterbury Christ Church University,10,100,required,0,1
London South Bank University,0,0,required,1,0
London South Bank University,1,5,required,1,0
London South Bank University,2,11,required,1,0
London South Bank University,3,19,required,1,0
London South Bank University,4,28,required,1,0
London South Bank University,5,38,required,1,0
London South Bank University,6,49,required,1,0
London South Bank University,7,60,required,1,0
London South Bank University,8,72,required,1,0
London South Bank University,9,85,required,1,0
London South Bank University,10,100,required,1,0
London South Bank University,0,0,required,0,1
London South Bank University,1,11,required,0,1
London South Bank University,2,22,required,0,1
London South Bank University,3,34,required,0,1
London South Bank University,4,48,required,0,1
London South Bank University,5,57,required,0,1
London South Bank University,6,64,required,0,1
London South Bank University,7,71,required,0,1
London South Bank University,8,77,required,0,1
London South Bank University,9,84,required,0,1
London South Bank University,10,100,required,0,1
"City St George's, University of London",0,0,required,1,0
"City St George's, University of London",1,5,required,1,0
"City St George's, University of London",2,11,required,1,0
"City St George's, University of London",3,18,required,1,0
"City St George's, University of London",4,27,required,1,0
"City St George's, University of London",5,36,required,1,0
"City St George's, University of London",6,46,required,1,0
"City St George's, University of London",7,57,required,1,0
"City St George's, University of London",8,69,required,1,0
"City St George's, University of London",9,83,required,1,0
"City St George's, University of London",10,100,required,1,0
"City St George's, University of London",0,0,required,0,1
"City St George's, University of London",1,10,required,0,1
"City St George's, University of London",2,21,required,0,1
"City St George's, University of London",3,33,required,0,1
"City St George's, University of London",4,45,required,0,1
"City St George's, University of London",5,54,required,0,1
"City St George's, University of London",6,61,required,0,1
"City St George's, University of London",7,68,required,0,1
"City St George's, University of London",8,74,required,0,1
"City St George's, University of London",9,81,required,0,1
"City St George's, University of London",10,100,required,0,1
Goldsmiths College,0,0,required,1,0
Goldsmiths College,1,5,required,1,0
Goldsmiths College,2,11,required,1,0
Goldsmiths College,3,18,required,1,0
Goldsmiths College,4,27,required,1,0
Goldsmiths College,5,37,required,1,0
Goldsmiths College,6,48,required,1,0
Goldsmiths College,7,59,required,1,0
Goldsmiths College,8,71,required,1,0
Goldsmiths College,9,84,required,1,0
Goldsmiths College,10,100,required,1,0
Goldsmiths College,0,0,required,0,1
Goldsmiths College,1,10,required,0,1
Goldsmiths College,2,20,required,0,1
Goldsmiths College,3,32,required,0,1
Goldsmiths College,4,46,required,0,1
Goldsmiths College,5,56,required,0,1
Goldsmiths College,6,63,required,0,1
Goldsmiths College,7,70,required,0,1
Goldsmiths College,8,77,required,0,1
Goldsmiths College,9,84,required,0,1
Goldsmiths College,10,100,required,0,1
Bath Spa University,0,0,required,1,0
Bath Spa University,1,5,required,1,0
Bath Spa University,2,11,required,1,0
Bath Spa University,3,18,required,1,0
Bath Spa University,4,27,required,1,0
Bath Spa University,5,37,required,1,0
Bath Spa University,6,48,required,1,0
Bath Spa University,7,59,required,1,0
Bath Spa University,8,71,required,1,0
Bath Spa University,9,84,required,1,0
Bath Spa University,10,100,required,1,0
Bath Spa University,0,0,required,0,1
Bath Spa University,1,4,required,0,1
Bath Spa University,2,9,required,0,1
Bath Spa University,3,15,required,0,1
Bath Spa University,4,22,required,0,1
Bath Spa University,5,31,required,0,1
Bath Spa University,6,42,required,0,1
Bath Spa University,7,54,required,0,1
Bath Spa University,8,67,required,0,1
Bath Spa University,9,81,required,0,1
Bath Spa University,10,100,required,0,1
The University of Wolverhampton,0,0,required,1,0
The University of Wolverhampton,1,5,required,1,0
The University of Wolverhampton,2,11,required,1,0
The University of Wolverhampton,3,19,required,1,0
The University of Wolverhampton,4,28,required,1,0
The University of Wolverhampton,5,38,required,1,0
The University of Wolverhampton,6,49,required,1,0
The University of Wolverhampton,7,60,required,1,0
The University of Wolverhampton,8,72,required,1,0
The University of Wolverhampton,9,85,required,1,0
The University of Wolverhampton,10,100,required,1,0
The University of Wolverhampton,0,0,required,0,1
The University of Wolverhampton,1,7,required,0,1
The University of Wolverhampton,2,15,required,0,1
The University of Wolverhampton,3,25,required,0,1
The University of Wolverhampton,4,37,required,0,1
The University of Wolverhampton,5,47,required,0,1
The University of Wolverhampton,6,57,required,0,1
The University of Wolverhampton,7,67,required,0,1
The University of Wolverhampton,8,77,required,0,1
The University of Wolverhampton,9,89,required,0,1
The University of Wolverhampton,10,100,required,0,1
The University of Salford,0,0,required,1,0
The University of Salford,1,5,required,1,0
The University of Salford,2,11,required,1,0
The University of Salford,3,18,required,1,0
The University of Salford,4,27,required,1,0
The University of Salford,5,37,required,1,0
The University of Salford,6,48,required,1,0
The University of Salford,7,59,required,1,0
The University of Salford,8,71,required,1,0
The University of Salford,9,84,required,1,0
The University of Salford,10,100,required,1,0
The University of Salford,0,0,required,0,1
The University of Salford,1,7,required,0,1
The University of Salford,2,15,required,0,1
The University of Salford,3,25,required,0,1
The University of Salford,4,36,required,0,1
The University of Salford,5,46,required,0,1
The University of Salford,6,55,required,0,1
The University of Salford,7,65,required,0,1
The University of Salford,8,76,required,0,1
The University of Salford,9,89,required,0,1
The University of Salford,10,100,required,0,1
University of Northumbria at Newcastle,0,0,required,1,0
University of Northumbria at Newcastle,1,5,required,1,0
University of Northumbria at Newcastle,2,11,required,1,0
University of Northumbria at Newcastle,3,18,required,1,0
University of Northumbria at Newcastle,4,27,required,1,0
University of Northumbria at Newcastle,5,37,required,1,0
University of Northumbria at Newcastle,6,48,required,1,0
University of Northumbria at Newcastle,7,59,required,1,0
University of Northumbria at Newcastle,8,71,required,1,0
University of Northumbria at Newcastle,9,84,required,1,0
University of Northumbria at Newcastle,10,100,required,1,0
University of Northumbria at Newcastle,0,0,required,0,1
University of Northumbria at Newcastle,1,6,required,0,1
University of Northumbria at Newcastle,2,12,required,0,1
University of Northumbria at Newcastle,3,20,required,0,1
University of Northumbria at Newcastle,4,30,required,0,1
University of Northumbria at Newcastle,5,40,required,0,1
University of Northumbria at Newcastle,6,49,required,0,1
University of Northumbria at Newcastle,7,57,required,0,1
University of Northumbria at Newcastle,8,66,required,0,1
University of Northumbria at Newcastle,9,79,required,0,1
University of Northumbria at Newcastle,10,100,required,0,1
"St Mary's University, Twickenham",0,0,required,1,0
"St Mary's University, Twickenham",1,5,required,1,0
"St Mary's University, Twickenham",2,11,required,1,0
"St Mary's University, Twickenham",3,19,required,1,0
"St Mary's University, Twickenham",4,28,required,1,0
"St Mary's University, Twickenham",5,38,required,1,0
"St Mary's University, Twickenham",6,49,required,1,0
"St Mary's University, Twickenham",7,60,required,1,0
"St Mary's University, Twickenham",8,72,required,1,0
"St Mary's University, Twickenham",9,85,required,1,0
"St Mary's University, Twickenham",10,100,required,1,0
"St Mary's University, Twickenham",0,0,required,0,1
"St Mary's University, Twickenham",1,6,required,0,1
"St Mary's University, Twickenham",2,13,required,0,1
"St Mary's University, Twickenham",3,21,required,0,1
"St Mary's University, Twickenham",4,32,required,0,1
"St Mary's University, Twickenham",5,42,required,0,1
"St Mary's University, Twickenham",6,51,required,0,1
"St Mary's University, Twickenham",7,60,required,0,1
"St Mary's University, Twickenham",8,69,required,0,1
"St Mary's University, Twickenham",9,80,required,0,1
"St Mary's University, Twickenham",10,100,required,0,1
