"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Clackmannanshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.441","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Conwy","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.401","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cornwall and Isles of Scilly","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.482","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Coventry","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.704","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Croydon","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.328","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cumbria","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.460","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Darlington","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.490","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Denbighshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.072","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Derby","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.389","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Derbyshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.105","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Devon CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.114","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Doncaster","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.476","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dorset","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.219","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dudley","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.339","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dumfries and Galloway","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.685","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dundee City","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.061","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Durham","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.775","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Ealing","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.985","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Ayrshire","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.214","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Dunbartonshire","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","1.687","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Lothian","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.273","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Renfrewshire","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","1.526","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Riding of Yorkshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.443","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Sussex CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.335","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Enfield","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.101","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Essex","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.418","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Falkirk","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.050","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Fife","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.088","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Flintshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.003","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gateshead","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.025","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Glasgow City","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.679","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gloucestershire CC","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.960","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Greenwich","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.598","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gwynedd","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.667","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hackney","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.223","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Halton","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.234","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hammersmith and Fulham","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.248","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hampshire","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.943","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Haringey","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.733","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Harrow","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.889","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hartlepool","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.753","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Havering","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.043","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Herefordshire, County of","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.272","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hertfordshire CC","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","1.709","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Highland","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.013","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hillingdon","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.095","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hounslow","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.449","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Inverclyde","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.879","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Isle of Anglesey","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.009","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Isle of Wight","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.921","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Islington","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.490","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kensington and Chelsea","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.391","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kent","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.298","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kingston upon Hull, City of","time_period","2006 to 2011","zscore_category","Bottom 5%",NA,NA,NA,NA,"2006 to 2011","-1.911","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kingston upon Thames","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.296","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Kirklees","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.323","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Knowsley","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.473","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lambeth","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.720","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lancashire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.177","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leeds","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.038","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leicester","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.485","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Leicestershire CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.474","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lewisham","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.765","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Lincolnshire CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.327","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Liverpool","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.962","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Luton","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.162","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Manchester","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.050","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Medway","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.754","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Merthyr Tydfil","time_period","2006 to 2011","zscore_category","Bottom 5%",NA,NA,NA,NA,"2006 to 2011","-1.543","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Merton","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.204","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Middlesbrough","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.137","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Midlothian","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.013","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Milton Keynes","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.402","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Monmouthshire","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.723","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Moray","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.529","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Na h-Eileanan Siar","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.082","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Neath Port Talbot","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.271","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newcastle upon Tyne","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.509","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newham","time_period","2006 to 2011","zscore_category","Bottom 5%",NA,NA,NA,NA,"2006 to 2011","-1.616","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Newport","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.177","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Ayrshire mainland","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.306","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North East Lincolnshire","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.310","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Lanarkshire","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.574","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Lincolnshire","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.098","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Northamptonshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.374","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Somerset","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.756","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Tyneside","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.112","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","North Yorkshire CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.385","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Northern Ireland","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.489","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Northumberland","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.249","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Norwich and Norfolk","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.297","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Nottingham","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.050","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Nottinghamshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.077","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Oldham","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.041","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Orkney Islands","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.505","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Oxfordshire CC","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.350","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Pembrokeshire","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.209","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Perth and Kinross","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.220","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Peterborough","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.800","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Plymouth","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.834","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Portsmouth","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.342","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Powys","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.305","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Reading","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.715","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Redbridge","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.924","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Redcar and Cleveland","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.132","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Renfrewshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.061","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rhondda Cynon Taf","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.995","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Richmond upon Thames","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","3.855","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rochdale","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.670","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rotherham","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.204","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Rutland","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.791","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Salford","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.657","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sandwell","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.490","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Scottish Borders","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.018","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sefton","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.175","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sheffield","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.330","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Shetland Islands","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.604","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Shropshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.137","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Slough","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.293","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Solihull","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.026","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Somerset CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.163","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
